date,cape
1966-07-31,21.381702007433415
1966-08-31,19.913903864009807
1966-09-30,19.161676250615006
1966-10-31,18.825409371315676
1966-11-30,19.711251211928968
1966-12-31,19.736473752791966
1967-01-31,20.432242125384278
1967-02-28,21.074443163678435
1967-03-31,21.44389860201909
1967-04-30,21.68602556674624
1967-05-31,21.948477389658397
1967-06-30,21.552097609793478
1967-07-31,21.804196245666358
1967-08-31,22.03062704912601
1967-09-30,22.219145488664783
1967-10-31,22.068199194183883
1967-11-30,21.263102968336277
1967-12-31,21.751597808723627
1968-01-31,21.511535896332177
1968-02-29,20.424992376214224
1968-03-31,19.9347113082957
1968-04-30,21.277356015671742
1968-05-31,21.63022714277988
1968-06-30,22.004623431346534
1968-07-31,21.75353741567095
1968-08-31,21.13776679361786
1968-09-30,21.680275633292936
1968-10-31,22.00460692795689
1968-11-30,22.195529227158158
1968-12-31,22.277872995434887
1969-01-31,21.194968072847157
1969-02-28,20.89572990198724
1969-03-31,20.202287616481662
1969-04-30,20.42860808193216
1969-05-31,20.9722582719721
1969-06-30,19.713341583757636
1969-07-31,18.681708207192766
1969-08-31,18.42951559020775
1969-09-30,18.39804634467698
1969-10-31,18.448662031815367
1969-11-30,18.437760084691057
1969-12-31,17.3269299137427
1970-01-31,17.09054139514022
1970-02-28,16.372586787159864
1970-03-31,16.531690813943623
1970-04-30,15.873067819354068
1970-05-31,13.983836060789194
1970-06-30,13.799691797725185
1970-07-31,13.726499744359776
1970-08-31,14.100456516815452
1970-09-30,14.842661145242232
1970-10-31,15.064185404089631
1970-11-30,14.950761908791737
1970-12-31,15.873840687205748
1971-01-31,16.46179394349194
1971-02-28,17.03453478150213
1971-03-31,17.402902607188878
1971-04-30,17.92411044795961
1971-05-31,17.56415327969939
1971-06-30,17.08316688007071
1971-07-31,16.889414708693362
1971-08-31,16.519449443051574
1971-09-30,16.856792547836005
1971-10-31,16.42886270915948
1971-11-30,15.63871265432665
1971-12-31,16.60355721292534
1972-01-31,17.26299679703518
1972-02-29,17.464147605486176
1972-03-31,17.805643849614945
1972-04-30,17.915161678498304
1972-05-31,17.662646200372556
1972-06-30,17.640857315740256
1972-07-31,17.39869003113817
1972-08-31,17.943404688029805
1972-09-30,17.613854552912112
1972-10-31,17.53318385415856
1972-11-30,18.338894714968063
1972-12-31,18.645719442073684
1973-01-31,18.712530467302436
1973-02-28,17.889889599193758
1973-03-31,17.41214205829034
1973-04-30,16.935740066050826
1973-05-31,16.314338759668573
1973-06-30,15.808323047681984
1973-07-31,15.889518573988786
1973-08-31,15.278501094706124
1973-09-30,15.475308601805564
1973-10-31,15.913516308933389
1973-11-30,14.651845159710572
1973-12-31,13.493329686205888
1974-01-31,13.530721892513949
1974-02-28,12.957321280205388
1974-03-31,13.310364239140162
1974-04-30,12.550411048540905
1974-05-31,11.99543694732966
